staSeq,locationName,locationDescription,locationType,ylat,xlong,stateCd,munName,subBasin
16565,Cemetery Brook,DS of chase hill rd,River/Stream,41.8797,-72.0222,CT,POMFRET,3710
18259,West Hill Pond NLA2012,Site E NLA2012,Lake,41.879741,-73.044107,CT,NEW HARTFORD,4305
18584,Marsh Brook,200m Upstream Windemere Avenue,River/Stream,41.879751,-72.48085,CT,ELLINGTON,4502
18973,West Branch Farmington River,Upstream of New Hartford maintaince garage,River/Stream,41.879806,-72.978717,CT,NEW HARTFORD,4300
17849,Kelly Brook,UPSTREAM OF SMALL POND TO 30M BELOW BREACHED SLIWOSKY POND,River/Stream,41.87992,-71.8318,CT,KILLINGLY,3400
17437,West Branch Farmington River,by New Hartford maintance Garage,River/Stream,41.8802,-72.979,CT,NEW HARTFORD,4300
14804,Mill Brook,upstream first Cream Hill Road crossing from mouth,River/Stream,41.8804,-73.331,CT,CORNWALL,6008
18476,Webatuck Creek,downstream 0.33 miles Sharon Station Rd,River/Stream,41.880463,-73.49701,CT,SHARON,6303
17600,Nightingale Brook,Downstream of Taft Pond Road,River/Stream,41.88047,-72.0211,CT,POMFRET,3710
14251,Housatonic River,at dirt road North of Route 128,River/Stream,41.8806,-73.3654,CT,CORNWALL,6000
17372,HAVEN'S LEDGE Brook,at mouth,River/Stream,41.8806,-72.0818,CT,EASTFORD,3202
17196,Willimantic River,from rte 74 to rte 84 (fall fish march),River/Stream,41.8808,-72.3067,CT,TOLLAND,3100
18177,West Hill Pond NLA2007,Site H NLA2007,Lake,41.880859,-73.043445,CT,NEW HARTFORD,4305
15776,East Branch Mount Hope,upstream confluence with Mount Hope at James Road,River/Stream,41.881,-72.16,CT,ASHFORD,3206
16873,Mount Hope River,US of rte 89,River/Stream,41.8814,-72.1639,CT,ASHFORD,3206
19974,Nightingale Brook,100m upstream of Taft Pond Road,River/Stream,41.881452,-72.0213,CT,POMFRET,3710
19027,Haven's Ledge Brook,Within Natchaug State Forest  850m south of Abbington Rd/Firetower Rd,River/Stream,41.881575,-72.06298,CT,EASTFORD,3202
18172,West Hill Pond NLA2007,Site C NLA2007,Lake,41.881767,-73.036057,CT,NEW HARTFORD,4305
15393,Cemetery Brook,DS Taft Pond Road at 4-H Horse camp entrance,River/Stream,41.8818,-72.0283,CT,POMFRET,3710
16061,Willimantic River,at Route 74 in Nye Holman State Park,River/Stream,41.882,-72.307,CT,WILLINGTON,3100
16709,Grimes Brook,Upstream of Great Pond Road,River/Stream,41.8822,-72.8178,CT,SIMSBURY,4318
20298,Crams Brook,Rt. 198,River/Stream,41.882431,-72.084704,CT,EASTFORD,3206
18739,Carpenter Brook,DS of River Rd.,River/Stream,41.882454,-71.913993,CT,PUTNAM,3700
17422,Still River,above havens ledge,River/Stream,41.8826,-72.0824,CT,EASTFORD,3202
18855,Ratlum Brook,lower End of grass parking lot Ski Sundown,River/Stream,41.88271,-72.94795,CT,NEW HARTFORD,4308
15051,Durkee Brook,downstream Holmes Road,River/Stream,41.8829,-71.9286,CT,POMFRET,3700
15919,Hall Meadow Brook-Diversion Pond,Right of Lifeguard Chair(s),Lake,41.8834,-73.1678,CT,TORRINGTON,6901
18264,West Hill Pond NLA2012,Site J NLA2012,Lake,41.883486,-73.035406,CT,NEW HARTFORD,4305
14312,Mudge Pond Brook,downstream Kings Hill Road,River/Stream,41.8835,-73.4911,CT,SHARON,6301
15918,Hall Meadow Brook-Diversion Pond,Left of Lifeguard Chair(s),Lake,41.8835,-73.1676,CT,TORRINGTON,6901
18260,West Hill Pond NLA2012,Site F NLA2012,Lake,41.883594,-73.044018,CT,NEW HARTFORD,4305
18769,West Brook,DS Route 30,River/Stream,41.883649,-72.402877,CT,TOLLAND,4500
14805,Mill Brook,upstream second Cream Hill Road Crossing from mouth,River/Stream,41.8837,-73.325,CT,CORNWALL,6008
18178,West Hill Pond NLA2007,Site I NLA2007,Lake,41.884131,-73.042554,CT,NEW HARTFORD,4305
14266,Pecks Brook,at East Road,River/Stream,41.8843,-72.5204,CT,EAST WINDSOR,4207
14627,Webetuck Creek,upstream Sharon Station Rd.,River/Stream,41.8848,-73.4937,CT,SHARON,6303
15618,Cream Hill Lake,at deepest part of lake,Lake,41.8849,-73.3078,CT,CORNWALL,6008
15628,Lake McDonough (Compensating Reservoir),at deepest part of reservoir,Reservoir,41.8849,-72.9608,CT,NEW HARTFORD,4308
17845,Barley Brook,BELOW NORTH RD,River/Stream,41.8849,-71.8295,CT,KILLINGLY,3400
17272,Cherry Brook,at Wright Road Br,River/Stream,41.885,-72.8989,CT,CANTON,4309
19755,Conant Brook,DS of Trask Road,River/Stream,41.885002,-72.281045,CT,WILLINGTON,3100
17701,Pinney Brook,Downstream Pinney Road AKA Route 286,River/Stream,41.885078,-72.481999,CT,ELLINGTON,4500
20525,Hart Brook,Access via Torrington Water Co. dirt road at end of Rock House Road,River/Stream,41.885113,-73.19528,CT,GOSHEN,6902
15692,Owens Brook,upstream Route 10,River/Stream,41.8853,-72.7994,CT,SIMSBURY,4300
17658,East Branch Naugatuck River,upstream Camp Wahnee Road,River/Stream,41.885312,-73.136549,CT,WINCHESTER,6905
20517,Crams Brook,Downstream Old Colony Rd.,River/Stream,41.88549,-72.0904,CT,EASTFORD,3206
18171,West Hill pond NLA2007,Site B NLA2007,Lake,41.885697,-73.035929,CT,NEW HARTFORD,4305
16557,Carse Brook,US of footbridge above Miles Pond,River/Stream,41.8858,-73.41,CT,SHARON,6009
16789,Ketch Brook,US of RR bridge,River/Stream,41.8858,-72.5514,CT,EAST WINDSOR,4207
14269,Ketch Brook,upstream RR crossing and downstream of Landfill Seep,River/Stream,41.8859,-72.549,CT,EAST WINDSOR,4207
16126,Hall Meadow Brook,at park access road bridge,River/Stream,41.8861,-73.1689,CT,TORRINGTON,6901
14267,Ketch Brook,downstream RR bridge,River/Stream,41.8862,-72.5523,CT,EAST WINDSOR,4207
14268,Ketch Brook,upstream RR crossing and upstream of Landfill Seep,River/Stream,41.8862,-72.5479,CT,EAST WINDSOR,4207
18261,West Hill Pond NLA2012,Site G NLA2012,Lake,41.886316,-73.040726,CT,NEW HARTFORD,4305
20502,West Hill Pond,Dock at 65 Aquatic Lane,Lake,41.886389,-73.035883,CT,NEW HARTFORD,4305
15970,Mill Brook,upstream confluence with NNT behind # 46 Scoville Road,River/Stream,41.8865,-73.3174,CT,CORNWALL,6008
18211,Ratlum Brook,adjacent to blue trail entrance of Ratlum road upstream ski sundown,River/Stream,41.886565,-72.946961,CT,NEW HARTFORD,4308
15971,Mill Brook  tributary to,from confluence Mill Brook,River/Stream,41.8866,-73.3174,CT,CORNWALL,6008
19288,Taylor Brook,adjacent Peck Rd,River/Stream,41.886727,-73.099924,CT,WINCHESTER,4302
19663,Webatuck Creek,Parallel to Sharon Station Road,River/Stream,41.886963,-73.495842,CT,SHARON,6303
14806,Mill Brook,upstream culvert at North Cornwall Rd (Town Street),River/Stream,41.8872,-73.3128,CT,CORNWALL,6008
17847,Fivemile River  Tributary To,ASPINOOK/PUTNAM R - BELOW,River/Stream,41.8872,-71.8602,CT,KILLINGLY,3400
17486,Housatonic River,pool below push em up,River/Stream,41.8873,-73.3582,CT,CORNWALL,6000
18263,West Hill Pond NLA2012,Site I NLA2012,Lake,41.887476,-73.036248,CT,NEW HARTFORD,4305
16933,Owens Brook,Parallel to Owens Bk Rd  0.25 miles from JCTRte 10,River/Stream,41.8878,-72.8039,CT,SIMSBURY,4300
16601,Curtis Brook,100 M US of fenton river in moose meadow campground,River/Stream,41.8878,-72.2333,CT,WILLINGTON,3207
17476,Skungamaug River,Between Kalis Brook and Skungamaug Swamp in WMA at cathole rd,River/Stream,41.8879,-72.3417,CT,TOLLAND,3106
16164,West Hill Pond NLA2007,Site J NLA2007 10m offshore NE corner of lake,Lake,41.888109,-73.039813,CT,NEW HARTFORD,4305
18915,Buck Brook,Upstream Rt 89 near Westford Hill Rd,River/Stream,41.888368,-72.16778,CT,ASHFORD,3206
16100,Bark Meadow Brook,at Wrights Mill Crossing Road,River/Stream,41.8885,-71.9371,CT,POMFRET,3700
17488,Housatonic River,riffle below push em up pool,River/Stream,41.8886,-73.3578,CT,CORNWALL,6000
14449,Shenipsit Lake,In Shenipsit Lake,Lake,41.8886,-72.4238,CT,TOLLAND,4500
16527,Bradford Brook,Parallel to Bradford Rd 1 KM US Rte 43,River/Stream,41.8889,-73.2767,CT,CORNWALL,6200
18004,Housatonic River  Tributary to,pull off where stream forks into 3  Swaller Hill road,River/Stream,41.889,-73.365,CT,SHARON,6000
16081,Phelps Brook,at mouth confluence with Farmington River,River/Stream,41.8891,-72.6683,CT,WINDSOR,4300
16674,Fox Brook,100 M DS Newfield Rd,River/Stream,41.8892,-73.1369,CT,WINCHESTER,6905
14631,Sharon POTW,at Sharon POTW outfall,Facility Municipal Sewage (POTW),41.8893,-73.4893,CT,SHARON,6301
14264,Ketch Brook,upstream landfill downstream dam adjacent to Wapping Road,River/Stream,41.8893,-72.5398,CT,EAST WINDSOR,4207
19656,Ratlum Brook,DS of confluence with spruce Brook,River/Stream,41.889461,-72.9427,CT,NEW HARTFORD,4308
16726,Hart Brook,US of confluence with NNT below East Street,River/Stream,41.8897,-73.2058,CT,GOSHEN,6902
15425,Poquonock WPCF,at final effluent discharge,Facility Municipal Sewage (POTW),41.8897,-72.6673,CT,WINDSOR,4300
17294,Mount Hope River,DS of impoundment DS of Westford Hill Road (Baricak Road0,River/Stream,41.8902,-72.1713,CT,ASHFORD,3206
18170,West Hill Pond NLA2007,Site A NLA2007,Lake,41.890281,-73.037085,CT,BARKHAMSTED,4305
18262,West Hill Pond NLA2012,Site H NLA2012,Lake,41.890297,-73.038083,CT,BARKHAMSTED,4305
17195,Willimantic River,US of rte 84 (gamefish only sample),River/Stream,41.8903,-72.303,CT,WILLINGTON,3100
18607,Phelps Brook,UPSTREAM MARSHELL PHELPS ROAD  ABOVE POND,River/Stream,41.890335,-72.67476,CT,WINDSOR,4300
18872,Farmington River,Top of Rainbow Res. upstream,River/Stream,41.890553,-72.733268,CT,WINDSOR,4300
14254,Housatonic River,North 1.5 miles Route 128,River/Stream,41.8906,-73.3576,CT,CORNWALL,6000
16393,Taylor Brook,upstream Wakefield Boulevard,River/Stream,41.8906,-73.0979,CT,WINCHESTER,4302
14311,Mudge Pond Brook,upstream Route 361 (4),River/Stream,41.8908,-73.4804,CT,SHARON,6301
15424,Poquonock WPCF,at effluent prior to chlorination,Facility Municipal Sewage (POTW),41.8908,-72.6695,CT,WINDSOR,4300
17199,Willimantic River,50 M US of 84 in TMA,River/Stream,41.8908,-72.3033,CT,TOLLAND,3100
20410,Taylor Brook confluence with Highland Lake (Trib-1),South end of lake @ Burr Pond State Park,River/Stream,41.890888,-73.097337,CT,WINCHESTER,4302
19004,Farmington River,Below island  at Mundy Hollow confluence (western braid),River/Stream,41.891229,-72.6621,CT,WINDSOR,4300
19921,Griffin Brook,At Tariffville Road,River/Stream Intermittent,41.891565,-72.754003,CT,BLOOMFIELD,4300
19818,Connecticut River  Unnamed tributary to,Upstream of Hayden Station Road,River/Stream,41.8916,-72.6311,CT,WINDSOR,4000
14382,Pecks Brook,at Middle Road,River/Stream,41.8918,-72.5095,CT,ELLINGTON,4207
18974,West Branch Farmington River,75 m below dirt access road to Greenwoods area,River/Stream,41.891859,-72.98023,CT,NEW HARTFORD,4300
17998,Adams Brook,adjacent to tennis court at private residence off River Road,River/Stream,41.892,-73.353,CT,CORNWALL,6000
18949,Park Pond (Winchester),PP-1: at deepest part of pond,Lake,41.89215,-73.1461,CT,WINCHESTER,6905
18363,Beardsley Pond NLA2007,Site J NLA2007,Lake,41.892318,-73.451755,CT,SHARON,6301
19742,Hollenbeck River,Upstream of Lake Road,River/Stream,41.89275,-73.28571,CT,CORNWALL,6200
16996,Ratlum Brook,DS of 2nd road crossing on Ratlum Bk Rd.,River/Stream,41.8928,-72.9383,CT,CANTON,4308
17423,Still River,behind grove cemetary,River/Stream,41.8932,-72.0779,CT,EASTFORD,3202
17352,Bungee Brook,behind grove cemetary,River/Stream,41.8932,-72.0774,CT,EASTFORD,3201
18362,Beardsley Pond NLA2007,Site I NLA2007,Lake,41.893364,-73.45035,CT,SHARON,6301
20097,Hollenbeck River,80 M DS of Lake Rd,River/Stream,41.8936,-73.2853,CT,CORNWALL,6200
16652,Farmington River,TBD,River/Stream,41.8936,-72.9811,CT,BARKHAMSTED,4300
16618,East Branch Mount Hope River,700 M DS of South Chisolm rd,River/Stream,41.8936,-72.1614,CT,ASHFORD,3206
19644,Fenton River,DS of Liska Road,River/Stream,41.893756,-72.232191,CT,WILLINGTON,3207
17273,Cherry Brook,at Shagbark Lane Br,River/Stream,41.8938,-72.8946,CT,CANTON,4309
14446,Scantic River,downstream Woolam Street,River/Stream,41.8941,-72.5723,CT,EAST WINDSOR,4200
16794,Labonte Brook,US of N River Rd,River/Stream,41.8942,-72.3014,CT,TOLLAND,3100
18354,Beardsley Pond NLA2007,Site A NLA2007,Lake,41.89426,-73.45099,CT,SHARON,6301
19906,Connecticut River  No Name Tributary to,Downstream of Center Street,River/Stream,41.894315,-72.633909,CT,WINDSOR LOCKS,4000
19819,Connecticut River  Unnamed tributary to,Upstream of Center Street,River/Stream,41.8944,-72.6342,CT,WINDSOR,4000
15566,Willimantic River,behind I-84 Rest Stop at exits 69-70 West bound,River/Stream,41.8944,-72.2975,CT,WILLINGTON,3100
18277,Beardsley Pond NLA2012,Site C NLA2012,Lake,41.894484,-73.450232,CT,SHARON,6301
19825,No Name Tributary to Farmington River,Upstream of Route 315,River/Stream,41.89469,-72.780918,CT,SIMSBURY,4300
17072,Still River,At pull-in for CT DOT Winsted office,River/Stream,41.8947,-73.0744,CT,WINCHESTER,4303
15831,Farmington River,at Route 315 (Lobster Barn),River/Stream,41.8947,-72.7842,CT,SIMSBURY,4300
18767,"Cady Brook  Unnamed tributary to (Shady Oak Brook"")""",DS Kelly Road,River/Stream,41.894738,-71.798766,CT,KILLINGLY,3403
18361,Beardsley Pond NLA2007,Site H NLA2007,Lake,41.895063,-73.448876,CT,SHARON,6301
19664,Culver Brook,DS of Hurry HIll Rd/rte 12,River/Stream,41.895215,-71.879878,CT,PUTNAM,3700
19817,Connecticut River  Unnamed tributary to,100m downstream of Route 159,River/Stream,41.89548,-72.626459,CT,WINDSOR,4000
18278,Beardsley Pond NLA2012,Site D NLA2012,Lake,41.895486,-73.45022,CT,SHARON,6301
16087,Morgan Brook,at Bsullack Road,River/Stream,41.8955,-73.0312,CT,BARKHAMSTED,4305
18276,Beardsley Pond NLA2012,Site B NLA2012,Lake,41.895506,-73.448853,CT,SHARON,6301
19039,Bissell Brook,upstream Eno Place,River/Stream,41.895525,-72.786312,CT,SIMSBURY,4300
14588,Bungee Brook,downstream Mill Bridge Road,River/Stream,41.8957,-72.0714,CT,EASTFORD,3201
18275,Beardsley Pond NLA2012,Site A NLA2012,Lake,41.895873,-73.44696,CT,SHARON,6301
18360,Beardsley Pond NLA2007,Site G NLA2007,Lake,41.895927,-73.446383,CT,SHARON,6301
19756,Conant Brook,US of Rte 320 (ruby Rd.),River/Stream,41.89602,-72.268342,CT,WILLINGTON,3100
15508,Bradford Brook,at mouth downstream Route 43,River/Stream,41.8962,-73.2838,CT,CORNWALL,6200
18355,Beardsley Pond NLA2007,Site B NLA2007,Lake,41.896225,-73.450136,CT,SHARON,6301
18375,Beardsley Pond Deep Hole,Site Z NLA2007 and NLA2012 at deepest part of lake,Lake,41.896243,-73.447374,CT,SHARON,6301
20505,Bungee Brook,30m upstream Mill Bridge Road,River/Stream,41.896346,-72.071319,CT,EASTFORD,3201
16929,Ocain Brook,In Cow Field at power line off Rte 63,River/Stream,41.8964,-73.2653,CT,GOSHEN,6200
17367,Fenton River,above Moose Meadow Rd and taylor rd willington,River/Stream,41.8965,-72.23,CT,WILLINGTON,3207
16384,West Branch Farmington River  tributary to,at Route 44,River/Stream,41.8966,-72.9897,CT,BARKHAMSTED,4300
18284,Beardsley Pond NLA2012,Site J NLA2012,Lake,41.896776,-73.445552,CT,SHARON,6301
19228,West Branch Farmington River,east braid above centrla riffle,River/Stream,41.896838,-72.981324,CT,NEW HARTFORD,4300
18279,Beardsley Pond NLA2012,Site E NLA2012,Lake,41.896857,-73.449581,CT,SHARON,6301
19227,Farmingotn River  West Branch,East braid at top of central riffle,River/Stream,41.89691,-72.981362,CT,NEW HARTFORD,4300
15830,Farmington River,at (South Main Street/Route 187) Spoonville Road Bridge,River/Stream,41.8971,-72.7494,CT,EAST GRANBY,4300
20297,Ragged Hill Brook,US Brayman Hollow Road,River/Stream,41.897303,-72.024288,CT,POMFRET,3710
16454,Fiberoptics,Scopes bldg,Wetland Undifferentiated,41.8974,-71.9748,CT,POMFRET,3709
18359,Beardsley Pond NLA2007,Site F NLA2007,Lake,41.897404,-73.444771,CT,SHARON,6301
16455,Fiberoptics influent,South well sampled inside,Wetland Undifferentiated,41.8976,-71.9748,CT,POMFRET,3709
19233,West Branch Farmington River,675 m below Morgan brook confluence,River/Stream,41.897651,-72.98362,CT,BARKHAMSTED,4300
18280,Beardsley Pond NLA2012,Site F NLA2012,Lake,41.897809,-73.44818,CT,SHARON,6301
18356,Beardsley Pond NLA2007,Site C NLA2007,Lake,41.897811,-73.448609,CT,SHARON,6301
18283,Beardsley Pond NLA2012,Site I NLA2012,Lake,41.898063,-73.444628,CT,SHARON,6301
16378,Cherry Brook  tributary to,upstream Route 179 to small dam,River/Stream,41.8982,-72.8925,CT,CANTON,4309
19041,Bissell Brook,Apartment complex driveway xing off Hoskins Road,River/Stream,41.898264,-72.789353,CT,SIMSBURY,4300
18281,Beardsley Pond NLA2012,Site G NLA2012,Lake,41.898315,-73.446406,CT,SHARON,6301
18524,Culver Brook,Near DOT Facility on Industrial Drive toward Route 12,River/Stream,41.898585,-71.88922,CT,PUTNAM,3700
17852,Shady Oak School House Brook,US KELLY RD crossing,River/Stream,41.89866,-71.80928,CT,KILLINGLY,3403
18357,Beardsley Pond NLA2007,Site D NLA2007,Lake,41.898786,-73.44639,CT,SHARON,6301
19040,Bissell Brook,at Old Barge Road,River/Stream,41.899044,-72.791134,CT,SIMSBURY,4300
18282,Beardsley Pond NLA2012,Site H NLA2012,Lake,41.899091,-73.444805,CT,SHARON,6301
16747,Hollenbeck River,DS Upper Rte 43 Crossing at Picnic area,River/Stream,41.8992,-73.2819,CT,CORNWALL,6200
16826,Marsh Brook,US of Rte 83,River/Stream,41.8992,-72.4592,CT,ELLINGTON,4502
17935,Spring Glen Brook,at powerlines 75 M US confluence with Scantic River,River/Stream,41.89927,-72.57056,CT,EAST WINDSOR,4200
18358,Beardsley Pond NLA2007,Site E NLA2007,Lake,41.899271,-73.443864,CT,SHARON,6301
20129,Ocain Brook,Adj Rt 63,River/Stream,41.899369,-73.264893,CT,GOSHEN,6200
18525,Culver Brook,at Exit 95 off I-395 North,River/Stream,41.899391,-71.89872,CT,PUTNAM,3700
18779,West Branch Farmington River,below Morgan Brook,River/Stream,41.899494,-72.986308,CT,BARKHAMSTED,4300
17475,Skungamaug River,at stafford road,River/Stream,41.8998,-72.3525,CT,TOLLAND,3106
16990,Quinebaug River,250 m below STP access road parallel to I395,River/Stream,41.9,-71.9022,CT,PUTNAM,3700
17659,Ocain Brook,DS Route 63,River/Stream,41.900052,-73.269037,CT,CORNWALL,6200
18526,Culver Brook,Between Danco Road and Railroad tracks,River/Stream,41.900091,-71.89644,CT,PUTNAM,3700
15039,Chestnut Brook  tributary to,upstream Chamberlain Road,River/Stream,41.9004,-72.5266,CT,EAST WINDSOR,4206
17839,Eno Brook,OFF LUSTIG RD DOWNSTREAM,River/Stream,41.9005,-72.21868,CT,WILLINGTON,3207
16567,Charters Brook,Parallel to Shenipsit Lake Rd,River/Stream,41.9006,-72.4156,CT,TOLLAND,4501
20061,Mount Hope River,200 m downstream of Oakes Road,River/Stream,41.9006,-72.17456,CT,ASHFORD,3206
15159,Morgan Brook  tributary to,behind 56 Eddy Rd.,River/Stream,41.9007,-73.0032,CT,BARKHAMSTED,4305
19159,Ocain Brook,20m upstream Rte 63  adj North Goshen Road,River/Stream,41.900771,-73.267512,CT,CORNWALL,6200
18788,Brooks Brook,at Slater Road,River/Stream,41.90085,-72.35101,CT,TOLLAND,3106
15219,Namerick Brook,Behind the high school,River/Stream,41.901,-72.615,CT,EAST WINDSOR,4000
20030,East Branch Mount Hope River,250m US of Chism Brook Confluence,River/Stream,41.901085,-72.161278,CT,ASHFORD,3206
16155,Mudge Pond,at deepest part of lake,Lake,41.9011,-73.471,CT,SHARON,6301
19621,South Chism Brook,250 m above  East Branch Mount Hope River (AKA Boston Hollow Road Brook),River/Stream,41.9011,-72.159246,CT,ASHFORD,3206
19879,Farmington River  Unnamed Tributary to,Downstream from Tunxis Ave,River/Stream Intermittent,41.901289,-72.755561,CT,EAST GRANBY,4300
20516,Boston Hollow Road Brook,Within Yale Meyers Forest  upstream South Chism Brook confluence,River/Stream,41.90139,-72.1611,CT,ASHFORD,3206
16225,Farmington River,at River St. Park,River/Stream,41.9015,-72.6708,CT,WINDSOR,4300
17467,grover Brook,at Slater Road,River/Stream,41.9015,-72.3426,CT,TOLLAND,3106
17444,Willimantic River,Downstream of Roaring Brook,River/Stream,41.9017,-72.2921,CT,WILLINGTON,3100
14532,Morgan Brook,at mouth,River/Stream,41.9018,-72.9889,CT,BARKHAMSTED,4305
20412,Unnamed Tributary confluence with Highland Lake (Trib-3),West side of lake  west of Sucker Brook confluence,River/Stream,41.902053,-73.098903,CT,WINCHESTER,4302
18723,Bungee Brook,DS Old Colony Road,River/Stream,41.902123,-72.066854,CT,EASTFORD,3201
15555,Morgan Brook,downstream Morgan Brook Road,River/Stream,41.9023,-72.9933,CT,BARKHAMSTED,4305
15600,Still River,behind Post Office at eastford center,River/Stream,41.9026,-72.0787,CT,EASTFORD,3202
20411,Sucker Brook confluence with Highland Lake (Trib-2),West side of lake  west of Strong Island,River/Stream,41.902602,-73.097446,CT,WINCHESTER,4302
19880,West Brook  Unnamed Tributary to,Intersection of Stone and Birchwood Ave,River/Stream Intermittent,41.902734,-72.722392,CT,WINDSOR,4300
17816,Indian Hut Brook,UPSTREAM OF SCHOOL HILL/EAST HILL RD (At Old Colony Road crossing),River/Stream,41.90276,-72.06398,CT,EASTFORD,3201
19163,Morgan Brook,Adj  Rte 44 below store,River/Stream,41.902851,-72.995379,CT,BARKHAMSTED,4305
18976,West Branch Farmington River,West braid above morgan brook confluence,River/Stream,41.902875,-72.988067,CT,BARKHAMSTED,4300
15762,Roaring Brook,from Mouth to RR crossing,River/Stream,41.903,-72.2904,CT,WILLINGTON,3104
18975,West Branch Farmington River,East Braid above Morgan Brook confluence,River/Stream Intermittent,41.903011,-72.987542,CT,NEW HARTFORD,4300
19881,West Brook,US Stone Road to the Cattle Fence,River/Stream,41.903098,-72.73082,CT,WINDSOR,4300
15565,Willimantic River,upstream Roaring Brook Confluence,River/Stream,41.9031,-72.2914,CT,WILLINGTON,3100
20665,Cherry Brook  Unnamed tributary to,Within the Swan Preserve  adjacent Case St.  downstream of fork,River/Stream,41.903108,-72.888693,CT,Canton,4320
20253,Rainbow Reservoir,Camp Shalom bathing beach,Lake,41.90316,-72.71538,CT,WINDSOR,4300
19931,Charters Brook,Adjacent Shenipsit Lake Road,River/Stream,41.903266,-72.40556,CT,TOLLAND,4501
20157,Hall Meadow Brook,1200m US of RTe  272,River/Stream,41.903509,-73.178851,CT,GOSHEN,6901
20123,Labonte Brook,Adjacent Babcock Road,River/Stream,41.90359,-72.3077,CT,TOLLAND,3100
17760,Bigelow Brook,at Ashford Road,River/Stream,41.903759,-72.118507,CT,EASTFORD,3203
17890,Stiles Brook,FROM CONFLUENCE WITH FENTON RIVER,River/Stream,41.903977,-72.228455,CT,WILLINGTON,3207
14584,Roaring Brook,at Route 32,River/Stream,41.904,-72.2891,CT,WILLINGTON,3104
16507,Bigelow Brook,US of ashford rd,River/Stream,41.9042,-72.1192,CT,EASTFORD,3203
19389,Fenton River,Above Stiles brook confluence 200m,River/Stream,41.904608,-72.227205,CT,WILLINGTON,3207
17009,Roaring Brook,75 M below village hill rd to 75 M above bridge,River/Stream,41.9047,-72.2825,CT,WILLINGTON,3104
16537,Bungee Brook,US of confluence with indian hut brook,River/Stream,41.9047,-72.0647,CT,EASTFORD,3201
16551,Cady Brook,US of chase rd,River/Stream,41.9047,-71.8144,CT,PUTNAM,3403
16075,Morgan Brook,between Bsullack Road and Mallory Brook Confluence,River/Stream,41.9048,-73.027,CT,BARKHAMSTED,4305
19268,Waterworks Brook,US of Rte 159,River/Stream,41.904876,-72.625197,CT,WINDSOR LOCKS,4000
19357,Rainbow Reservoir,center of lake,Riverine Impoundment,41.905,-72.714,CT,WINDSOR,4300
14672,Putnam WPCF,at final effluent,Facility Municipal Sewage (POTW),41.9051,-71.9057,CT,PUTNAM,3700
19592,Roaring Brook Trib,275 m Ds of Village Hill Rd  north side,River/Stream,41.905455,-72.283376,CT,WILLINGTON,3104
17420,Stiles Brook,above Tinkerville Rd willington,River/Stream,41.906,-72.2293,CT,WILLINGTON,3207
18008,Preston Brook,Private Property behind house off river road,River/Stream,41.90602,-73.35784,CT,CORNWALL,6000
15046,Charters Brook,downstream Browns Bridge Road,River/Stream,41.9062,-72.4035,CT,TOLLAND,4501
14819,Mallory Brook,above gas pipeline,River/Stream,41.9063,-73.0474,CT,BARKHAMSTED,4305
19269,Waterworks Brook,US of South Center St,River/Stream,41.906662,-72.63614,CT,WINDSOR LOCKS,4000
15040,Chestnut Brook,downstream East Road,River/Stream,41.9069,-72.5211,CT,EAST WINDSOR,4206
20600,Bungee Brook  NNT to,DS Old Colony Road,River/Stream,41.907376,-72.060034,CT,EASTFORD,3201
16377,Cherry Brook,Downstream Route 179,River/Stream,41.908,-72.8996,CT,CANTON,4309
14609,Quinebaug River,adjacent Town Park at Kennedy Drive,River/Stream,41.9081,-71.9096,CT,PUTNAM,3700
14821,Mallory Brook  tributary to,behind Comuter parking area,River/Stream,41.9083,-73.0472,CT,BARKHAMSTED,4305
15809,Farmington River,FARMINGTON RIVER AT TARIFFVILLE,River/Stream,41.9083,-72.7611,CT,SIMSBURY,4300
18473,Quinbebuag River,adjacent town park on Kennedy Drive,River/Stream,41.90836,-71.909685,CT,PUTNAM,3700
18474,Quinebaug River,adjacent town park along Kennedy Drive,River/Stream,41.908383,-71.909713,CT,PUTNAM,3700
16089,Morgan Brook,upstream Route 318,River/Stream,41.9086,-73.0007,CT,BARKHAMSTED,4305
17851,Cady Brook,E.PUTNAM RD  DS THROUGH BRIDGE POOL,River/Stream,41.90895,-71.81906,CT,PUTNAM,3403
14380,Peake Brook  tributary to,upstream Carson Road,River/Stream,41.9091,-71.954,CT,POMFRET,3708
17438,West Branch Farmington River,churchpool,River/Stream,41.9092,-72.9871,CT,BARKHAMSTED,4300
19757,Frink Brook,US of Rte 320 - ruby rd,River/Stream,41.909297,-72.265515,CT,WILLINGTON,3104
17841,Kidder Brook,UPSTREAM OF TINKERVILLE RD,River/Stream,41.90942,-72.2186,CT,WILLINGTON,3207
17840,Kidder Brook,UPSTREAM FROM KIDDER BROOK RD,River/Stream,41.90972,-72.21295,CT,ASHFORD,3207
17050,Sibley Brook,20 M US westford rd,River/Stream,41.91,-72.12,CT,EASTFORD,3203
14381,Peake Brook  tributary to,downstream Carson Road,River/Stream,41.9102,-71.9528,CT,POMFRET,3708
19688,Cherry Brook,Upstream Route 179 culvert,River/Stream,41.91021,-72.89969,CT,CANTON,4309
16106,Branch Brook,Upstream Westford Road at mouth,River/Stream,41.9108,-72.1245,CT,EASTFORD,3203
